-7.3871458993, 27.5783042473, 0.0000000000
-7.3871458993, 27.5783042473, 0.0000000000
-8.3907284528, 26.6967404759, 0.0000000000
-8.3907284528, 26.6967404759, 0.0000000000
-9.5913206309, 25.5094981720, 0.0000000000
-9.5913206309, 25.5094981720, 0.0000000000
-9.7872301775, 25.3002978178, 0.0000000000
-9.7872301775, 25.3002978178, 0.0000000000
-10.1279929701, 24.9250128521, 0.0000000000
-10.1279929701, 24.9250128521, 0.0000000000
-10.3157730591, 24.7117346318, 0.0000000000
-10.3157730591, 24.7117346318, 0.0000000000
-10.5401300551, 24.4505786289, 0.0000000000
-10.5401300551, 24.4505786289, 0.0000000000
-11.2274087080, 23.6041874301, 0.0000000000
-11.2274087080, 23.6041874301, 0.0000000000
-12.3496304226, 22.0450077858, 0.0000000000
-12.3496304226, 22.0450077858, 0.0000000000
-12.9330856824, 21.1260286867, 0.0000000000
-12.9330856824, 21.1260286867, 0.0000000000
-13.5055043280, 20.1316598002, 0.0000000000
-13.5055043280, 20.1316598002, 0.0000000000
-14.2282092123, 18.7045712052, 0.0000000000
-14.2282092123, 18.7045712052, 0.0000000000
-15.1603945120, 16.4280922509, 0.0000000000
-15.1603945120, 16.4280922509, 0.0000000000
-15.7818198081, 14.3917155087, 0.0000000000
-15.7818198081, 14.3917155087, 0.0000000000
-15.8288465087, 14.2063446206, 0.0000000000
-15.8288465087, 14.2063446206, 0.0000000000
-16.0403317200, 13.2804869919, 0.0000000000
-16.0403317200, 13.2804869919, 0.0000000000
-16.2698878686, 11.9943805205, 0.0000000000
-16.2698878686, 11.9943805205, 0.0000000000
-16.4655398412, 10.2006363525, 0.0000000000
-16.4655398412, 10.2006363525, 0.0000000000
-16.5160026168, 8.8145345942, 0.0000000000
-16.5160026168, 8.8145345942, 0.0000000000
-16.4579525515, 7.1702800751, 0.0000000000
-16.4579525515, 7.1702800751, 0.0000000000
-16.1394048567, 4.8310663057, 0.0000000000
-16.1394048567, 4.8310663057, 0.0000000000
-15.5892275659, 2.7345366060, 0.0000000000
-15.5892275659, 2.7345366060, 0.0000000000
-14.8701599914, 0.9148444074, 0.0000000000
-14.8701599914, 0.9148444074, 0.0000000000
-13.6578054007, -1.2213067714, 0.0000000000
-13.6578054007, -1.2213067714, 0.0000000000
-12.9007762122, -2.2301934175, 0.0000000000
-12.9007762122, -2.2301934175, 0.0000000000
-11.8083161253, -3.4037297556, 0.0000000000
-11.8083161253, -3.4037297556, 0.0000000000
-11.2342793333, -3.9162675802, 0.0000000000
-11.2342793333, -3.9162675802, 0.0000000000
-10.7662516837, -4.2897001932, 0.0000000000
-10.7662516837, -4.2897001932, 0.0000000000
-10.5454754909, -4.4531549208, 0.0000000000
-10.5454754909, -4.4531549208, 0.0000000000
-10.3202074982, -4.6120089968, 0.0000000000
-10.3202074982, -4.6120089968, 0.0000000000
-10.2060964338, -4.6895203400, 0.0000000000
-10.2060964338, -4.6895203400, 0.0000000000
-9.9742776363, -4.8410514206, 0.0000000000
-9.9742776363, -4.8410514206, 0.0000000000
-9.8569399203, -4.9147914278, 0.0000000000
-9.8569399203, -4.9147914278, 0.0000000000
-9.4977474584, -5.1285866523, 0.0000000000
-9.4977474584, -5.1285866523, 0.0000000000
-9.3763102529, -5.1969098011, 0.0000000000
-9.3763102529, -5.1969098011, 0.0000000000
-9.2538910589, -5.2638152600, 0.0000000000
-9.2538910589, -5.2638152600, 0.0000000000
-9.0059016905, -5.3934104072, 0.0000000000
-9.0059016905, -5.3934104072, 0.0000000000
-8.7542175045, -5.5170071758, 0.0000000000
-8.7542175045, -5.5170071758, 0.0000000000
-8.6502841654, -5.5657693960, 0.0000000000
-8.6502841654, -5.5657693960, 0.0000000000
